no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,weekday,month_part
2,1,0,1,Meal Plan 1,0,Room_Type 1,33,7,Online,0,0,0,152.1,2,Not_Canceled,6,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,105,4,Online,0,0,0,82.45,0,Not_Canceled,2,2
2,0,0,1,Meal Plan 1,1,Room_Type 4,5,11,Online,0,0,0,224.0,3,Not_Canceled,3,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,118,6,Offline,0,0,0,110.0,0,Not_Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,44,3,Online,0,0,0,78.26,0,Canceled,0,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,53,2,Online,0,0,0,75.95,1,Not_Canceled,1,2
3,0,1,2,Meal Plan 1,0,Room_Type 4,4,8,Offline,0,0,0,155.6,1,Not_Canceled,6,3
2,1,0,2,Meal Plan 1,0,Room_Type 1,91,5,Online,0,0,0,185.85,0,Canceled,6,2
2,0,2,3,Meal Plan 1,0,Room_Type 1,0,12,Offline,0,0,0,62.8,0,Not_Canceled,6,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,120,5,Online,0,0,0,99.45,0,Canceled,2,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,141,9,Online,0,0,0,128.8,1,Not_Canceled,6,3
2,0,1,5,Meal Plan 1,0,Room_Type 1,233,8,Online,0,0,0,90.95,0,Canceled,2,3
2,0,0,2,Meal Plan 1,0,Room_Type 2,70,6,Offline,0,0,0,100.0,0,Not_Canceled,6,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,7,8,Online,0,0,0,101.45,1,Canceled,4,3
2,0,0,1,Not Selected,0,Room_Type 1,10,11,Online,0,0,0,95.0,0,Canceled,6,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,12,Corporate,1,0,1,79.0,0,Not_Canceled,6,1
2,0,2,5,Meal Plan 1,0,Room_Type 4,123,10,Online,0,0,0,129.34,0,Not_Canceled,6,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,8,1,Online,0,0,0,77.5,1,Not_Canceled,4,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,Offline,0,0,0,89.0,0,Canceled,6,1
1,0,1,1,Meal Plan 1,0,Room_Type 4,0,10,Online,0,0,0,113.0,1,Not_Canceled,3,2
2,1,0,3,Meal Plan 1,0,Room_Type 1,49,12,Online,0,0,0,93.6,2,Not_Canceled,5,1
1,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,Offline,0,0,0,93.0,1,Not_Canceled,2,1
2,2,0,2,Meal Plan 1,0,Room_Type 6,30,1,Online,0,0,0,150.3,1,Not_Canceled,0,2
1,0,1,0,Meal Plan 1,0,Room_Type 1,25,9,Online,0,0,0,108.0,2,Not_Canceled,2,2
2,0,2,2,Meal Plan 1,1,Room_Type 4,56,3,Online,0,0,0,119.75,1,Not_Canceled,1,2
2,0,1,1,Not Selected,0,Room_Type 1,19,5,Online,0,0,0,114.0,0,Canceled,0,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,Offline,0,0,0,115.0,1,Canceled,5,2
2,0,0,3,Not Selected,0,Room_Type 1,9,12,Online,0,0,0,109.33,1,Not_Canceled,4,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,7,Offline,0,0,0,101.5,0,Canceled,5,1
2,0,1,5,Meal Plan 1,1,Room_Type 1,3,3,Online,0,0,0,114.67,0,Not_Canceled,2,1
2,2,0,1,Meal Plan 1,0,Room_Type 6,25,10,Online,0,0,0,229.0,2,Not_Canceled,5,2
2,0,1,4,Meal Plan 1,0,Room_Type 1,49,11,Online,0,0,0,88.4,2,Not_Canceled,2,2
2,0,0,4,Meal Plan 1,0,Room_Type 1,126,6,Online,0,0,0,90.95,1,Not_Canceled,3,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,Offline,0,0,0,109.0,0,Not_Canceled,0,2
2,0,0,1,Not Selected,0,Room_Type 1,109,10,Online,0,0,0,108.0,0,Canceled,3,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,Offline,0,0,0,110.0,0,Canceled,3,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,43,12,Offline,0,0,0,55.0,2,Not_Canceled,1,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,35,10,Offline,0,0,0,76.5,1,Not_Canceled,3,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,231,8,Online,0,0,0,90.95,1,Not_Canceled,1,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,172,6,Offline,0,0,0,95.0,0,Canceled,6,3
1,0,1,0,Meal Plan 1,0,Room_Type 1,2,11,Offline,0,0,0,64.8,0,Not_Canceled,3,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,315,12,Offline,0,0,0,52.0,0,Not_Canceled,6,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,10,8,Offline,0,0,0,67.0,0,Not_Canceled,1,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,115,2,Offline,0,0,0,87.0,0,Not_Canceled,1,3
2,0,2,4,Meal Plan 1,0,Room_Type 4,3,9,Online,0,0,0,162.5,0,Not_Canceled,1,2
2,0,0,1,Meal Plan 1,0,Room_Type 2,194,7,Online,0,0,0,86.75,0,Canceled,6,2
2,0,0,4,Meal Plan 1,0,Room_Type 1,117,5,Online,0,0,0,87.67,1,Not_Canceled,3,3
3,0,0,1,Meal Plan 1,1,Room_Type 4,233,10,Online,0,0,0,168.3,0,Canceled,6,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,15,11,Online,0,0,0,112.0,1,Not_Canceled,3,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,31,1,Online,0,0,0,78.3,0,Canceled,1,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,4,9,Offline,0,0,0,116.0,1,Not_Canceled,4,3
1,0,1,1,Meal Plan 1,0,Room_Type 4,32,10,Online,0,0,0,136.0,1,Not_Canceled,1,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,176,9,Offline,0,0,0,125.1,0,Canceled,5,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,204,10,Offline,0,0,0,72.75,0,Not_Canceled,0,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,43,5,Online,0,0,0,140.4,1,Not_Canceled,0,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,Offline,0,0,0,109.0,0,Not_Canceled,0,2
1,0,1,0,Meal Plan 1,0,Room_Type 1,6,5,Corporate,0,0,0,95.0,0,Not_Canceled,2,3
2,0,0,2,Not Selected,0,Room_Type 1,75,3,Online,0,0,0,72.0,0,Canceled,5,2
2,0,0,3,Not Selected,0,Room_Type 1,65,6,Offline,0,0,0,72.25,0,Not_Canceled,5,1
2,2,2,2,Meal Plan 2,0,Room_Type 6,174,10,Online,0,0,0,214.2,0,Canceled,0,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,Offline,0,0,0,115.0,0,Canceled,5,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,10,Offline,1,1,0,90.0,0,Not_Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,4,Offline,0,0,0,75.0,0,Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,12,Corporate,1,0,3,65.0,1,Not_Canceled,5,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,21,3,Online,0,0,0,112.0,1,Not_Canceled,0,2
2,0,1,3,Meal Plan 1,0,Room_Type 4,64,12,Online,0,0,0,105.61,2,Not_Canceled,2,3
1,0,1,1,Meal Plan 1,0,Room_Type 1,40,10,Offline,0,0,0,65.0,0,Not_Canceled,3,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,258,10,Offline,0,0,0,110.0,0,Canceled,1,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,Online,0,0,0,89.0,0,Not_Canceled,1,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,Offline,0,0,0,115.0,0,Canceled,5,2
2,0,1,2,Meal Plan 2,0,Room_Type 1,180,10,Offline,0,0,0,100.08,2,Canceled,6,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,9,Online,0,0,0,104.64,1,Not_Canceled,5,2
2,0,1,4,Meal Plan 1,0,Room_Type 1,275,10,Offline,0,0,0,90.0,0,Canceled,4,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,0,8,Online,0,0,0,124.0,0,Not_Canceled,4,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,62,6,Online,0,0,0,99.9,0,Canceled,2,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,9,1,Online,0,0,0,71.6,1,Not_Canceled,2,1
3,0,1,0,Meal Plan 1,0,Room_Type 1,6,9,Offline,0,0,0,133.0,1,Not_Canceled,2,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,168,4,Offline,0,0,0,85.0,0,Canceled,6,3
3,0,0,2,Meal Plan 1,0,Room_Type 4,4,8,Online,0,0,0,175.0,0,Not_Canceled,3,3
1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2,Online,0,0,0,85.0,0,Canceled,3,3
3,0,2,5,Meal Plan 1,0,Room_Type 4,90,7,Offline,0,0,0,144.13,2,Not_Canceled,5,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,25,12,Online,0,0,0,72.93,0,Not_Canceled,0,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,200,7,Offline,0,0,0,72.25,0,Not_Canceled,6,2
3,0,2,1,Meal Plan 1,0,Room_Type 5,116,8,Offline,0,0,0,113.56,0,Canceled,0,1
2,0,1,0,Not Selected,0,Room_Type 1,28,9,Online,0,0,0,139.0,1,Not_Canceled,1,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,8,10,Online,0,0,0,97.02,0,Not_Canceled,4,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,3,Offline,1,0,8,45.0,0,Not_Canceled,6,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,12,Corporate,1,0,1,65.0,0,Not_Canceled,6,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,221,10,Offline,0,0,0,65.0,0,Not_Canceled,1,1
2,0,0,2,Not Selected,0,Room_Type 1,31,12,Online,0,0,0,88.0,0,Canceled,6,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,10,Offline,0,0,0,100.0,0,Not_Canceled,0,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,8,12,Online,0,0,0,96.0,1,Not_Canceled,2,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,123,8,Online,0,0,0,105.3,0,Canceled,2,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,151,7,Online,0,0,0,105.3,1,Canceled,6,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,71,9,Online,0,0,0,89.25,1,Not_Canceled,0,2
3,0,1,3,Meal Plan 1,0,Room_Type 1,79,5,Online,0,0,0,150.45,0,Canceled,2,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,9,8,Online,0,0,0,156.0,1,Canceled,6,2
2,0,1,1,Meal Plan 1,0,Room_Type 1,60,9,Offline,0,0,0,65.0,0,Not_Canceled,3,2
2,0,2,3,Meal Plan 2,0,Room_Type 1,106,5,Offline,0,0,0,105.0,0,Not_Canceled,0,2
2,0,0,2,Not Selected,0,Room_Type 1,8,9,Online,0,0,0,149.0,1,Not_Canceled,4,1
1,0,1,2,Not Selected,0,Room_Type 1,82,11,Online,0,0,0,133.98,1,Canceled,2,1
3,0,2,3,Meal Plan 2,0,Room_Type 4,86,9,Offline,0,0,0,182.53,0,Not_Canceled,1,3
2,0,2,5,Meal Plan 1,0,Room_Type 4,56,9,Online,0,0,0,149.4,0,Canceled,5,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,12,6,Online,0,0,0,146.0,2,Not_Canceled,3,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,308,11,Online,0,0,0,78.3,2,Canceled,4,3
1,0,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,1,11,4,82.9,1,Not_Canceled,4,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,14,7,Corporate,0,0,0,105.0,0,Not_Canceled,5,2
2,0,0,1,Not Selected,0,Room_Type 1,0,12,Online,0,0,0,88.0,0,Not_Canceled,4,3
2,0,1,2,Meal Plan 1,0,Room_Type 4,4,2,Online,0,0,0,108.0,0,Not_Canceled,0,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,5,Offline,0,0,0,100.0,0,Canceled,6,2
2,1,1,2,Meal Plan 1,0,Room_Type 1,0,4,Online,0,0,0,119.0,0,Not_Canceled,6,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,12,7,Online,0,0,0,145.0,0,Canceled,1,1
2,1,0,2,Meal Plan 1,0,Room_Type 1,7,12,Online,0,0,0,124.0,2,Not_Canceled,3,2
2,0,2,5,Meal Plan 1,0,Room_Type 2,33,1,Online,0,0,0,71.53,0,Not_Canceled,2,3
1,0,0,1,Not Selected,0,Room_Type 1,183,10,Online,0,0,0,98.1,0,Canceled,3,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,55,10,Online,0,0,0,94.5,1,Not_Canceled,0,1
2,0,0,4,Not Selected,0,Room_Type 1,157,7,Online,0,0,0,97.75,1,Not_Canceled,4,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,Offline,0,0,0,120.0,0,Not_Canceled,3,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,1,3,Online,0,0,0,103.5,0,Not_Canceled,2,3
3,0,1,3,Meal Plan 1,0,Room_Type 4,43,8,Online,0,0,0,144.23,0,Not_Canceled,2,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,185,3,Online,0,0,0,85.0,2,Not_Canceled,1,3
3,0,1,4,Meal Plan 1,0,Room_Type 4,212,10,Online,0,0,0,126.9,0,Canceled,2,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,Offline,0,0,0,115.0,1,Canceled,5,2
1,0,1,4,Meal Plan 1,0,Room_Type 1,56,9,Online,0,0,0,69.11,0,Not_Canceled,5,2
3,0,0,2,Meal Plan 1,0,Room_Type 5,71,12,Online,0,0,0,124.44,1,Not_Canceled,0,1
2,1,2,2,Meal Plan 1,0,Room_Type 1,42,8,Online,0,0,0,152.1,1,Not_Canceled,1,2
2,0,2,0,Meal Plan 1,0,Room_Type 1,61,10,Offline,0,0,0,91.0,0,Not_Canceled,2,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,16,2,Online,0,0,0,106.0,1,Canceled,0,3
2,0,2,5,Meal Plan 1,0,Room_Type 2,69,12,Online,0,0,0,92.43,0,Not_Canceled,4,3
2,1,0,3,Meal Plan 1,0,Room_Type 4,53,4,Online,0,0,0,118.8,1,Not_Canceled,5,2
2,0,1,2,Not Selected,0,Room_Type 1,113,10,Online,0,0,0,89.4,0,Canceled,2,3
2,0,0,3,Not Selected,0,Room_Type 1,56,12,Online,0,0,0,98.4,1,Not_Canceled,3,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,7,Offline,0,0,0,101.5,0,Canceled,5,1
2,0,2,1,Meal Plan 2,0,Room_Type 1,103,7,Offline,0,0,0,94.5,0,Canceled,1,2
1,0,1,2,Meal Plan 1,0,Room_Type 1,0,1,Corporate,1,2,16,65.67,0,Not_Canceled,3,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,9,Offline,0,0,0,120.0,0,Canceled,5,2
2,0,1,0,Not Selected,0,Room_Type 1,51,9,Online,0,0,0,99.0,1,Not_Canceled,2,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,23,11,Online,0,0,0,90.95,1,Not_Canceled,5,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,181,10,Offline,0,0,0,120.0,0,Canceled,3,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,263,9,Offline,0,0,0,67.0,0,Not_Canceled,3,2
2,0,0,1,Meal Plan 1,0,Room_Type 4,3,4,Online,0,0,0,116.0,1,Not_Canceled,4,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,10,Offline,1,1,0,100.0,0,Not_Canceled,0,1
2,0,0,3,Meal Plan 1,1,Room_Type 1,104,5,Online,0,0,0,135.9,1,Not_Canceled,3,2
2,0,0,4,Meal Plan 1,0,Room_Type 4,52,12,Online,0,0,0,96.9,0,Canceled,4,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,27,9,Offline,0,0,0,108.0,0,Not_Canceled,5,3
2,0,2,5,Not Selected,0,Room_Type 1,173,7,Online,0,0,0,80.75,0,Canceled,6,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,10,Online,0,0,0,95.0,0,Not_Canceled,5,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2,Offline,0,0,0,60.0,0,Canceled,2,3
2,1,1,4,Meal Plan 1,0,Room_Type 1,139,7,Online,0,0,0,116.45,0,Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,141,8,Online,0,0,0,76.5,0,Not_Canceled,0,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,Offline,0,0,0,109.0,0,Not_Canceled,0,2
2,0,2,1,Not Selected,0,Room_Type 1,65,11,Online,0,0,0,82.13,1,Canceled,0,2
2,1,1,1,Meal Plan 1,0,Room_Type 1,4,3,Online,0,0,0,119.0,0,Canceled,2,2
2,0,0,4,Not Selected,0,Room_Type 1,113,3,Online,0,0,0,55.63,0,Not_Canceled,3,3
2,0,1,2,Meal Plan 1,0,Room_Type 4,128,7,Online,0,0,0,97.43,1,Not_Canceled,2,1
1,0,0,3,Not Selected,0,Room_Type 1,25,5,Online,0,0,0,129.0,0,Not_Canceled,3,1
1,0,1,4,Meal Plan 1,0,Room_Type 1,336,9,Offline,0,0,0,70.0,0,Not_Canceled,4,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,135,9,Offline,0,0,0,90.0,0,Canceled,3,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,0,8,Complementary,1,0,1,0.0,0,Not_Canceled,4,3
3,0,0,4,Meal Plan 1,0,Room_Type 4,35,3,Online,0,0,0,138.38,1,Not_Canceled,3,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,93,7,Online,0,0,0,76.5,1,Canceled,6,3
2,1,0,1,Meal Plan 1,0,Room_Type 4,0,10,Online,0,0,0,141.49,0,Not_Canceled,0,3
2,0,1,3,Not Selected,0,Room_Type 1,16,12,Online,0,0,0,102.0,2,Not_Canceled,5,3
1,0,6,17,Meal Plan 1,0,Room_Type 1,9,1,Online,0,0,0,68.23,1,Not_Canceled,6,3
3,0,0,1,Meal Plan 1,1,Room_Type 7,0,5,Complementary,0,0,0,0.0,3,Not_Canceled,4,1
1,0,1,3,Meal Plan 1,0,Room_Type 5,4,9,Corporate,0,0,0,181.79,0,Not_Canceled,2,2
3,0,0,3,Meal Plan 1,0,Room_Type 4,32,7,Online,0,0,0,168.3,1,Not_Canceled,5,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,5,Offline,0,0,0,95.0,0,Canceled,6,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,7,11,Online,0,0,0,89.0,1,Not_Canceled,4,1
2,0,1,3,Not Selected,0,Room_Type 1,107,9,Online,0,0,0,118.8,1,Canceled,2,1
2,0,2,3,Not Selected,0,Room_Type 1,38,2,Online,0,0,0,67.5,0,Canceled,6,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,256,9,Offline,0,0,0,76.67,0,Not_Canceled,3,2
2,0,1,1,Meal Plan 1,1,Room_Type 1,35,10,Online,0,0,0,104.85,1,Not_Canceled,1,2
2,0,0,1,Meal Plan 1,0,Room_Type 2,107,8,Online,0,0,0,90.0,1,Not_Canceled,5,2
2,1,0,3,Meal Plan 1,0,Room_Type 1,131,6,Online,0,0,0,112.5,0,Canceled,5,3
2,2,0,2,Meal Plan 1,0,Room_Type 6,104,4,Online,0,0,0,186.3,2,Not_Canceled,4,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2,Online,0,0,0,91.0,0,Canceled,1,2
3,0,0,2,Meal Plan 1,0,Room_Type 4,46,3,Online,0,0,0,123.3,2,Not_Canceled,5,3
2,0,2,2,Meal Plan 2,0,Room_Type 1,169,4,Offline,0,0,0,106.0,0,Canceled,6,3
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,Offline,0,0,0,87.0,0,Not_Canceled,0,2
1,0,2,3,Meal Plan 2,0,Room_Type 1,3,2,Offline,0,0,0,79.75,0,Not_Canceled,2,1
1,0,1,3,Meal Plan 1,0,Room_Type 1,85,10,Offline,0,0,0,75.0,0,Not_Canceled,5,1
2,0,1,3,Not Selected,0,Room_Type 1,0,8,Online,0,0,0,115.0,0,Not_Canceled,3,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,77,10,Online,0,0,0,104.4,2,Not_Canceled,3,3
2,0,2,0,Not Selected,0,Room_Type 1,31,5,Online,0,0,0,98.1,0,Canceled,1,3
2,0,2,0,Meal Plan 1,0,Room_Type 1,212,6,Online,0,0,0,81.77,0,Canceled,1,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,39,3,Online,0,0,0,77.5,1,Not_Canceled,6,1
1,0,0,3,Meal Plan 1,0,Room_Type 5,4,7,Corporate,0,0,0,147.0,0,Not_Canceled,3,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,6,Offline,0,0,0,115.0,1,Canceled,6,3
2,0,0,1,Meal Plan 1,1,Room_Type 1,16,1,Online,0,0,0,102.0,1,Not_Canceled,5,3
2,0,2,2,Not Selected,0,Room_Type 1,112,7,Online,0,0,0,94.5,1,Not_Canceled,1,2
2,0,0,1,Meal Plan 1,0,Room_Type 6,0,2,Complementary,1,3,12,0.0,1,Not_Canceled,5,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,85,9,Corporate,0,0,0,90.0,0,Not_Canceled,5,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,13,7,Online,0,0,0,93.17,1,Not_Canceled,3,2
1,0,1,3,Meal Plan 1,0,Room_Type 1,11,5,Corporate,0,0,0,121.0,0,Canceled,2,3
1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,Offline,0,0,0,61.0,0,Canceled,2,3
2,0,0,4,Meal Plan 1,0,Room_Type 1,71,4,Online,0,0,0,105.4,0,Not_Canceled,4,3
2,0,2,4,Meal Plan 1,0,Room_Type 4,82,10,Online,0,0,0,123.0,2,Canceled,6,2
2,0,1,0,Meal Plan 1,0,Room_Type 1,51,10,Online,0,0,0,94.5,1,Not_Canceled,2,1
2,0,1,0,Not Selected,0,Room_Type 1,1,2,Online,0,0,0,79.0,0,Canceled,2,2
2,0,0,2,Not Selected,0,Room_Type 1,46,3,Online,0,0,0,67.5,0,Canceled,6,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,178,6,Online,0,0,0,100.3,0,Canceled,0,1
2,0,2,0,Not Selected,0,Room_Type 1,4,6,Offline,0,0,0,72.25,0,Not_Canceled,1,2
2,0,1,2,Not Selected,0,Room_Type 1,26,12,Online,0,0,0,79.2,0,Canceled,2,2
2,0,1,0,Not Selected,0,Room_Type 1,1,8,Online,0,0,0,98.0,0,Not_Canceled,1,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,14,5,Offline,0,0,0,73.0,0,Not_Canceled,6,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,54,11,Offline,0,0,0,75.0,0,Not_Canceled,0,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,6,Offline,0,0,0,130.0,0,Canceled,3,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,6,Offline,0,0,0,95.0,0,Not_Canceled,6,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,127,4,Offline,0,0,0,90.0,0,Not_Canceled,5,3
2,0,0,4,Meal Plan 1,0,Room_Type 1,132,6,Online,0,0,0,90.95,0,Not_Canceled,3,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,54,3,Online,0,0,0,89.46,1,Canceled,5,2
2,0,1,0,Meal Plan 1,0,Room_Type 1,52,3,Online,0,0,0,80.3,1,Not_Canceled,1,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,95,5,Online,0,0,0,121.5,1,Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,24,7,Online,0,0,0,118.15,1,Not_Canceled,0,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,17,4,Corporate,0,0,0,65.0,0,Not_Canceled,5,2
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,5,Offline,0,0,0,77.6,0,Not_Canceled,2,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,5,9,Corporate,1,1,0,100.0,0,Not_Canceled,2,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,60,4,Online,0,0,0,106.2,1,Not_Canceled,4,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,Offline,0,0,0,109.0,0,Not_Canceled,0,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,98,9,Corporate,1,1,10,65.0,1,Not_Canceled,4,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2,Online,0,0,0,78.3,1,Canceled,0,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,123,10,Offline,0,0,0,68.0,0,Not_Canceled,6,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,54,9,Online,0,0,0,85.5,2,Not_Canceled,4,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,8,Online,0,0,0,99.0,0,Not_Canceled,4,1
2,0,0,1,Meal Plan 2,0,Room_Type 1,1,9,Offline,1,1,0,108.0,0,Not_Canceled,0,1
2,0,1,4,Meal Plan 1,0,Room_Type 4,27,10,Online,0,0,0,163.8,0,Canceled,2,1
2,0,1,3,Meal Plan 2,0,Room_Type 1,210,10,Offline,0,0,0,86.0,0,Canceled,6,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,335,10,Offline,0,0,0,80.0,0,Not_Canceled,5,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,183,9,Offline,0,0,0,100.0,0,Not_Canceled,5,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,79,9,Online,0,0,0,89.25,0,Canceled,5,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,76,10,Offline,0,0,0,120.0,0,Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,23,11,Online,0,0,0,68.07,1,Not_Canceled,5,3
2,0,0,4,Not Selected,0,Room_Type 1,9,12,Online,0,0,0,95.2,1,Not_Canceled,4,3
3,0,2,1,Meal Plan 1,0,Room_Type 1,69,5,Online,0,0,0,159.3,1,Not_Canceled,0,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,7,12,Corporate,1,0,1,65.0,0,Not_Canceled,6,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,61,11,Offline,0,0,0,75.0,1,Not_Canceled,4,3
2,0,1,1,Not Selected,0,Room_Type 1,3,11,Online,0,0,0,100.5,1,Not_Canceled,0,2
2,2,2,6,Meal Plan 1,0,Room_Type 6,13,2,Online,0,0,0,173.0,0,Not_Canceled,4,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,8,10,Online,0,0,0,158.0,0,Not_Canceled,5,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,81,3,Online,0,0,0,96.3,0,Not_Canceled,1,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,56,11,Online,0,0,0,86.4,0,Not_Canceled,5,1
